,Unnamed: 0,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
1236,Oligodendrocyte Precursor Cells,0.015381451,0.011590198,0.907,0.093,0.093,0.093,False,Frmd4a
1624,Neurons,0.015370934,0.013311033,0.876,0.124,0.124,0.072,False,Id4
2571,Neural Stem Cells,0.015348628,0.021349577,0.76,0.24,0.24,0.17525,False,Olig2
709,Excitatory Neurons,0.015345977,0.012914424,0.874,0.126,0.126,0.1135,False,Cpne4
901,Oligodendrocyte Precursor Cells,0.015336599,0.011536553,0.907,0.093,0.093,0.0844999999999999,False,Dio2
2725,Oligodendrocyte Precursor Cells,0.015304537,0.011267122,0.909,0.091,0.091,0.0564999999999999,False,Pdyn
2,Neurons,0.01526801,0.013684964,0.867,0.133,0.133,0.0573333333333333,False,Arc
3,Oligodendrocyte Precursor Cells,0.015257649,0.011554108,0.907,0.093,0.093,0.059,False,Id4
948,Oligodendrocyte Precursor Cells,0.015229301,0.011800659,0.902,0.098,0.098,0.098,False,Ednrb
3042,Astrocytes,0.0152093,0.0177093,0.813,0.187,0.187,0.0682857142857143,False,Ptgds
1812,Oligodendrocyte Precursor Cells,0.015207585,0.011709447,0.903,0.097,0.097,0.097,False,Jam2
3732,Oligodendrocyte Precursor Cells,0.015181942,0.011254841,0.908,0.092,0.092,0.092,False,Tac2
0,Oligodendrocyte Precursor Cells,0.015160361,0.011455633,0.907,0.093,0.093,0.093,False,Sst
3,Endocrine Cells,0.015160194,0.027878936,0.718,0.282,0.282,0.17275,False,Otof
365,Astrocytes,0.015137126,0.016992077,0.819,0.181,0.181,0.0761666666666666,False,B2m
0,Oligodendrocyte Precursor Cells,0.015125321,0.011324615,0.907,0.093,0.093,0.093,False,Msn
2306,Endocrine Cells,0.015073336,0.027834814,0.716,0.284,0.284,0.2059999999999999,False,Myo10
2472,Oligodendrocyte Precursor Cells,0.015069995,0.011646418,0.902,0.098,0.098,0.098,False,Notch1
1489,Oligodendrocyte Precursor Cells,0.015054861,0.0114887105,0.905,0.095,0.095,0.0635,False,Grn
936,Oligodendrocyte Precursor Cells,0.015054093,0.011760427,0.901,0.099,0.099,0.099,False,Edil3
2304,Oligodendrocyte Precursor Cells,0.015046682,0.011478691,0.905,0.095,0.095,0.095,False,Myo10
314,Oligodendrocyte Precursor Cells,0.015036291,0.0113935005,0.907,0.093,0.093,0.062,False,Arrdc3
0,Oligodendrocyte Precursor Cells,0.015000972,0.011328903,0.907,0.093,0.093,0.093,False,Kcnab3
3025,Oligodendrocyte Precursor Cells,0.0149829555,0.011483738,0.903,0.097,0.097,0.0665,False,Ptch1
924,Oligodendrocyte Precursor Cells,0.014977007,0.011480626,0.903,0.097,0.097,0.097,False,Ece1
3180,Oligodendrocyte Precursor Cells,0.01496116,0.011311246,0.907,0.093,0.093,0.093,False,Rhog
1300,Neural Stem Cells,0.014940275,0.021106226,0.757,0.243,0.243,0.1447999999999999,False,Gad2
864,Oligodendrocyte Precursor Cells,0.014926967,0.0115430765,0.902,0.098,0.098,0.098,False,Dbx2
1,Oligodendrocyte Precursor Cells,0.014924743,0.011745345,0.9,0.1,0.1,0.065,False,Fgfr3
3733,Neurons,0.014905866,0.013492643,0.864,0.136,0.136,0.114,False,Tac2
1,Oligodendrocyte Precursor Cells,0.014896074,0.011614211,0.901,0.099,0.099,0.079,False,Psat1
2,Oligodendrocyte Precursor Cells,0.0148893725,0.011248901,0.907,0.093,0.093,0.038,True,Plin4
3720,Oligodendrocyte Precursor Cells,0.014826043,0.01138396,0.903,0.097,0.097,0.097,False,Tac1
1224,Oligodendrocyte Precursor Cells,0.01474184,0.011338747,0.903,0.097,0.097,0.097,False,Fos
0,Oligodendrocyte Precursor Cells,0.014727737,0.011256019,0.905,0.095,0.095,0.095,False,Ifit3
0,Oligodendrocyte Precursor Cells,0.014704809,0.011520345,0.9,0.1,0.1,0.1,False,Ctss
1104,Oligodendrocyte Precursor Cells,0.014700694,0.011381656,0.902,0.098,0.098,0.098,False,F3
1981,Oligodendrocyte Precursor Cells,0.014659553,0.0116944285,0.898,0.102,0.102,0.098,False,Lima1
1526,Oligodendrocyte Precursor Cells,0.014658775,0.011524478,0.9,0.1,0.1,0.0523333333333333,False,H2-K1
1,Oligodendrocyte Precursor Cells,0.014657374,0.011738397,0.897,0.103,0.103,0.0625,False,Ppp1r16b
48,Oligodendrocyte Precursor Cells,0.014636352,0.011455016,0.9,0.1,0.1,0.1,False,Acss1
0,Oligodendrocyte Precursor Cells,0.014623842,0.011360274,0.901,0.099,0.099,0.099,False,Nde1
3444,Oligodendrocyte Precursor Cells,0.014611467,0.011613468,0.899,0.101,0.101,0.101,False,Slc12a2
1261,Oligodendrocyte Precursor Cells,0.014610274,0.011328648,0.902,0.098,0.098,0.0555,False,Fstl1
600,Oligodendrocyte Precursor Cells,0.014603752,0.011381412,0.901,0.099,0.099,0.099,False,Cemip2
1,Oligodendrocyte Precursor Cells,0.01460336,0.0113644125,0.901,0.099,0.099,0.0935,False,S100a10
4,Endocrine Cells,0.014592059,0.027930487,0.709,0.291,0.291,0.1546,False,Slc2a1
2149,Astrocytes,0.014581164,0.01701441,0.813,0.187,0.187,0.0985,False,Mertk
5,Neural Stem Cells,0.014574683,0.020859929,0.753,0.247,0.247,0.1298333333333333,False,Atf4
1,Oligodendrocyte Precursor Cells,0.014554939,0.011382682,0.901,0.099,0.099,0.054,False,Efnb3
1,Oligodendrocyte Precursor Cells,0.014544396,0.011522521,0.899,0.101,0.101,0.0515,False,Fbxo2
4213,Oligodendrocyte Precursor Cells,0.014532253,0.011484302,0.9,0.1,0.1,0.051,False,Pfkl
0,Oligodendrocyte Precursor Cells,0.014518518,0.011816696,0.894,0.106,0.106,0.106,False,Kcnj10
0,Oligodendrocyte Precursor Cells,0.014514393,0.0113005275,0.901,0.099,0.099,0.099,False,Lfng
2484,Oligodendrocyte Precursor Cells,0.014514098,0.011286839,0.901,0.099,0.099,0.099,False,Notch2
1286,Neurons,0.014513889,0.013476378,0.857,0.143,0.143,0.1176666666666666,False,Gad1
3456,Oligodendrocyte Precursor Cells,0.014512815,0.01135179,0.901,0.099,0.099,0.099,False,Slc16a1
2403,Endocrine Cells,0.014506035,0.027815746,0.708,0.292,0.292,0.20875,False,Nefh
276,Oligodendrocyte Precursor Cells,0.014504089,0.011366716,0.9,0.1,0.1,0.1,False,Aqp4
1692,Oligodendrocyte Precursor Cells,0.014484589,0.011491674,0.899,0.101,0.101,0.101,False,Il18
2006,Endocrine Cells,0.01447363,0.027845344,0.707,0.293,0.293,0.2213333333333333,False,Lrig1
1885,Oligodendrocyte Precursor Cells,0.01446311,0.011584392,0.897,0.103,0.103,0.0515,False,Kif1c
1,Oligodendrocyte Precursor Cells,0.014373027,0.011747541,0.893,0.107,0.107,0.0535,False,Slc17a7
0,Oligodendrocyte Precursor Cells,0.014370233,0.011405827,0.899,0.101,0.101,0.101,False,Cpne4
0,Oligodendrocyte Precursor Cells,0.014364579,0.011253325,0.9,0.1,0.1,0.1,False,Fgfr2
2509,Oligodendrocyte Precursor Cells,0.014354421,0.0118300505,0.89,0.11,0.11,0.1085,False,Npc1
0,Oligodendrocyte Precursor Cells,0.014350412,0.0114345495,0.898,0.102,0.102,0.102,False,Sall1
1370,Neurons,0.014306781,0.013623948,0.849,0.151,0.151,0.0776666666666666,False,Gjb6
5,Endocrine Cells,0.014296714,0.02789061,0.704,0.296,0.296,0.2061666666666667,False,Mpzl1
4,Excitatory Neurons,0.014291555,0.013096882,0.86,0.14,0.14,0.0396,True,Hspa5
2,Neural Stem Cells,0.014290639,0.02114604,0.745,0.255,0.255,0.1246666666666666,False,Sept4
3496,Oligodendrocyte Precursor Cells,0.014278999,0.011829114,0.888,0.112,0.112,0.0477999999999999,True,Slc1a3
576,Oligodendrocyte Precursor Cells,0.014256793,0.011421533,0.897,0.103,0.103,0.103,False,Cdc42ep4
0,Oligodendrocyte Precursor Cells,0.01423422,0.0113944,0.897,0.103,0.103,0.103,False,Pde1b
732,Oligodendrocyte Precursor Cells,0.0142005,0.011370124,0.897,0.103,0.103,0.103,False,Cpt1a
841,Oligodendrocyte Precursor Cells,0.014180237,0.011508498,0.894,0.106,0.106,0.053,False,Cxcl14
1574,Oligodendrocyte Precursor Cells,0.014168161,0.011546643,0.894,0.106,0.106,0.0743333333333333,False,Hist1h2bc
3697,Oligodendrocyte Precursor Cells,0.0141588105,0.01128224,0.898,0.102,0.102,0.053,False,Sult1a1
1,Oligodendrocyte Precursor Cells,0.014146808,0.011252956,0.899,0.101,0.101,0.0505,False,Mag
2389,Oligodendrocyte Precursor Cells,0.01414131,0.011233808,0.899,0.101,0.101,0.0505,False,Neat1
3649,Oligodendrocyte Precursor Cells,0.0141349,0.011848124,0.886,0.114,0.114,0.0575,False,Spon1
612,Oligodendrocyte Precursor Cells,0.01413442,0.011387236,0.896,0.104,0.104,0.104,False,Cers2
109,Oligodendrocyte Precursor Cells,0.014133509,0.011359678,0.896,0.104,0.104,0.0525,False,Adgrf5
1081,Oligodendrocyte Precursor Cells,0.01410245,0.01134784,0.896,0.104,0.104,0.0584999999999999,False,Ets1
3,Endocrine Cells,0.014102214,0.027734162,0.703,0.297,0.297,0.1895,False,Calb2
0,Oligodendrocyte Precursor Cells,0.014094085,0.011294994,0.896,0.104,0.104,0.104,False,Daam2
795,Endocrine Cells,0.01407757,0.02815455,0.701,0.299,0.299,0.1735,False,Ctdsp1
1765,Oligodendrocyte Precursor Cells,0.014071715,0.011773861,0.886,0.114,0.114,0.0575,False,Itgb1
2400,Oligodendrocyte Precursor Cells,0.014066486,0.011447609,0.894,0.106,0.106,0.106,False,Nefh
0,Oligodendrocyte Precursor Cells,0.014062314,0.01125722,0.897,0.103,0.103,0.103,False,Agt
0,Oligodendrocyte Precursor Cells,0.014045359,0.01144173,0.894,0.106,0.106,0.106,False,Plxdc2
793,Oligodendrocyte Precursor Cells,0.014042773,0.011523047,0.892,0.108,0.108,0.0825,False,Ctdsp1
0,Oligodendrocyte Precursor Cells,0.014032562,0.011261114,0.896,0.104,0.104,0.104,False,Esam
1,Oligodendrocyte Precursor Cells,0.014032529,0.011398845,0.894,0.106,0.106,0.053,False,Ccnd2
3,Endocrine Cells,0.014015241,0.027810035,0.701,0.299,0.299,0.16625,False,Maf
2976,Oligodendrocyte Precursor Cells,0.014013409,0.011263259,0.896,0.104,0.104,0.104,False,Prodh
3469,Oligodendrocyte Precursor Cells,0.014011792,0.011388316,0.894,0.106,0.106,0.0695,False,Slc17a6
1,Neurons,0.013986506,0.013630506,0.844,0.156,0.156,0.1164999999999999,False,S1pr1
2845,Oligodendrocyte Precursor Cells,0.013985766,0.011535542,0.89,0.11,0.11,0.107,False,Plxnb2
3709,Oligodendrocyte Precursor Cells,0.013982251,0.011292392,0.895,0.105,0.105,0.0525,False,Synpo2
2592,Oligodendrocyte Precursor Cells,0.013967621,0.011367667,0.894,0.106,0.106,0.106,False,Otud7b
4172,Excitatory Neurons,0.013961078,0.012974998,0.855,0.145,0.145,0.0281111111111111,True,Mt2
0,Oligodendrocyte Precursor Cells,0.013960642,0.0112916585,0.895,0.105,0.105,0.105,False,Mtf1
445,Oligodendrocyte Precursor Cells,0.013957669,0.011619601,0.888,0.112,0.112,0.0965,False,Calb2
3552,Oligodendrocyte Precursor Cells,0.013957014,0.011301253,0.895,0.105,0.105,0.105,False,Slc9a3r1
3842,Oligodendrocyte Precursor Cells,0.013916708,0.011552587,0.888,0.112,0.112,0.0736666666666666,False,Tmem176a
1,Oligodendrocyte Precursor Cells,0.013915161,0.011598988,0.888,0.112,0.112,0.056,False,Cryab
3373,Oligodendrocyte Precursor Cells,0.013908995,0.011231367,0.895,0.105,0.105,0.0569999999999999,False,Serping1
1,Oligodendrocyte Precursor Cells,0.013905827,0.011236786,0.895,0.105,0.105,0.0865,False,Gjb2
0,Oligodendrocyte Precursor Cells,0.013891034,0.011306555,0.894,0.106,0.106,0.106,False,Flt1
2,Oligodendrocyte Precursor Cells,0.013862582,0.01131072,0.894,0.106,0.106,0.047,True,Cntn2
2676,Oligodendrocyte Precursor Cells,0.013842034,0.011323244,0.893,0.107,0.107,0.107,False,Pde8a
0,Oligodendrocyte Precursor Cells,0.013840463,0.01146156,0.889,0.111,0.111,0.111,False,Tnfrsf1a
0,Oligodendrocyte Precursor Cells,0.013827514,0.0112361275,0.894,0.106,0.106,0.106,False,Mt1
0,Oligodendrocyte Precursor Cells,0.013822588,0.0113874115,0.89,0.11,0.11,0.11,False,Hopx
4296,Oligodendrocyte Precursor Cells,0.0138187865,0.011229633,0.894,0.106,0.106,0.106,False,Isg15
4178,Oligodendrocyte Precursor Cells,0.013815705,0.01173097,0.884,0.116,0.116,0.0913333333333333,False,Sod2
817,Oligodendrocyte Precursor Cells,0.01381302,0.0112645235,0.894,0.106,0.106,0.054,False,Cx3cr1
2424,Oligodendrocyte Precursor Cells,0.01380791,0.011286482,0.893,0.107,0.107,0.107,False,Nfe2l2
0,Oligodendrocyte Precursor Cells,0.0138025815,0.01129571,0.892,0.108,0.108,0.108,False,Myo1c
0,Oligodendrocyte Precursor Cells,0.013801898,0.011357657,0.89,0.11,0.11,0.11,False,Cab39l
3673,Oligodendrocyte Precursor Cells,0.0137976715,0.01124209,0.894,0.106,0.106,0.0555,False,Stab1
0,Oligodendrocyte Precursor Cells,0.013794832,0.011305085,0.892,0.108,0.108,0.108,False,Kitl
5,Neurons,0.013788715,0.013018762,0.851,0.149,0.149,0.0578333333333333,False,Hspa5
3997,Oligodendrocyte Precursor Cells,0.0137855075,0.011251321,0.894,0.106,0.106,0.053,False,Vtn
2952,Oligodendrocyte Precursor Cells,0.013780603,0.011519104,0.888,0.112,0.112,0.112,False,Prkd3
1632,Oligodendrocyte Precursor Cells,0.013773941,0.011441715,0.888,0.112,0.112,0.112,False,Ifngr1
0,Oligodendrocyte Precursor Cells,0.013744009,0.011285973,0.891,0.109,0.109,0.109,False,Sema3c
5,Neurons,0.013742353,0.012271455,0.868,0.132,0.132,0.0475,True,Atp1b2
3914,Oligodendrocyte Precursor Cells,0.013735115,0.011271659,0.892,0.108,0.108,0.036,True,Txnip
4272,Oligodendrocyte Precursor Cells,0.013732392,0.011231725,0.893,0.107,0.107,0.107,False,Ifit1
2784,Oligodendrocyte Precursor Cells,0.013731432,0.011437019,0.888,0.112,0.112,0.112,False,Plod1
2,Oligodendrocyte Precursor Cells,0.01373028,0.011291427,0.89,0.11,0.11,0.0663333333333333,False,Il33
0,Oligodendrocyte Precursor Cells,0.01370316,0.011287064,0.89,0.11,0.11,0.11,False,Fn1
1752,Oligodendrocyte Precursor Cells,0.013699014,0.011265132,0.89,0.11,0.11,0.11,False,Irgm2
0,Oligodendrocyte Precursor Cells,0.013695427,0.01132776,0.889,0.111,0.111,0.111,False,Ramp3
2340,Oligodendrocyte Precursor Cells,0.013692101,0.011269888,0.89,0.11,0.11,0.11,False,Myo1e
1,Oligodendrocyte Precursor Cells,0.013692095,0.011240128,0.891,0.109,0.109,0.0735,False,Adora2a
373,Oligodendrocyte Precursor Cells,0.013685263,0.011279967,0.89,0.11,0.11,0.068,False,Bcam
2629,Oligodendrocyte Precursor Cells,0.013679919,0.011369803,0.888,0.112,0.112,0.0715,False,Parvb
4,Neural Stem Cells,0.013656453,0.021300927,0.735,0.265,0.265,0.1796,False,Ptch1
2906,Oligodendrocyte Precursor Cells,0.013650141,0.011390085,0.888,0.112,0.112,0.073,False,Ppp1r1b
3075,Oligodendrocyte Precursor Cells,0.013647095,0.011757675,0.879,0.121,0.121,0.055,False,Qdpr
2496,Oligodendrocyte Precursor Cells,0.013640232,0.011250372,0.89,0.11,0.11,0.11,False,Notch3
0,Oligodendrocyte Precursor Cells,0.013631304,0.011225609,0.89,0.11,0.11,0.11,False,Tmem173
4249,Oligodendrocyte Precursor Cells,0.013630617,0.011226887,0.89,0.11,0.11,0.0585,False,Slc16a3
217,Oligodendrocyte Precursor Cells,0.013628108,0.0112617705,0.89,0.11,0.11,0.055,False,Anln
2352,Oligodendrocyte Precursor Cells,0.013617861,0.011263763,0.889,0.111,0.111,0.111,False,Naaa
1,Oligodendrocyte Precursor Cells,0.01361457,0.011407981,0.886,0.114,0.114,0.081,False,Igf1r
4308,Oligodendrocyte Precursor Cells,0.013609417,0.011229807,0.89,0.11,0.11,0.11,False,Nfkb2
2,Neurons,0.013605334,0.013695747,0.833,0.167,0.167,0.1096666666666666,False,Egr1
877,Oligodendrocyte Precursor Cells,0.013605086,0.01171631,0.879,0.121,0.121,0.0905,False,Ddah1
0,Oligodendrocyte Precursor Cells,0.013600703,0.011316561,0.888,0.112,0.112,0.112,False,Csf1r
1597,Oligodendrocyte Precursor Cells,0.013600228,0.011301704,0.888,0.112,0.112,0.086,False,Htr2c
2076,Oligodendrocyte Precursor Cells,0.0135954255,0.011472469,0.886,0.114,0.114,0.114,False,Maoa
0,Oligodendrocyte Precursor Cells,0.013594614,0.011532048,0.885,0.115,0.115,0.115,False,Slc9a3r2
1740,Oligodendrocyte Precursor Cells,0.01359032,0.011311902,0.888,0.112,0.112,0.112,False,Iqgap1
36,Oligodendrocyte Precursor Cells,0.013585584,0.011299393,0.888,0.112,0.112,0.112,False,Acaa2
0,Oligodendrocyte Precursor Cells,0.013573346,0.011295318,0.888,0.112,0.112,0.112,False,Cbs
1022,Neurons,0.013571718,0.013513326,0.838,0.162,0.162,0.108,False,Epas1
3,Neurons,0.01356541,0.01351333,0.838,0.162,0.162,0.0655,False,Mlc1
1561,Oligodendrocyte Precursor Cells,0.013541853,0.011633856,0.879,0.121,0.121,0.0655,False,Hipk2
433,Oligodendrocyte Precursor Cells,0.013534828,0.011423065,0.886,0.114,0.114,0.0875,False,Calb1
2,Oligodendrocyte Precursor Cells,0.013507495,0.011425291,0.886,0.114,0.114,0.048,True,Gpr88
3349,Oligodendrocyte Precursor Cells,0.013506168,0.011576026,0.881,0.119,0.119,0.0595,False,Sept4
3001,Oligodendrocyte Precursor Cells,0.01350317,0.011252059,0.888,0.112,0.112,0.056,False,Prr5l
648,Oligodendrocyte Precursor Cells,0.0135026965,0.011465863,0.884,0.116,0.116,0.116,False,Clic4
1,Oligodendrocyte Precursor Cells,0.01349977,0.01127385,0.888,0.112,0.112,0.056,False,Padi2
1,Neurons,0.013498602,0.0131705385,0.844,0.156,0.156,0.078,False,Luzp2
1,Oligodendrocyte Precursor Cells,0.013496342,0.011430969,0.885,0.115,0.115,0.0575,False,Itih5
3074,Medium Spiny Neurons,0.013494642,0.009518792,0.923,0.077,0.077,0.033,True,Qdpr
1536,Oligodendrocyte Precursor Cells,0.013484086,0.011345129,0.886,0.114,0.114,0.114,False,Hcn2
2,Endocrine Cells,0.013469541,0.027860656,0.696,0.304,0.304,0.2203333333333333,False,Nfkb2
0,Oligodendrocyte Precursor Cells,0.013466579,0.011243448,0.888,0.112,0.112,0.112,False,Pdgfrb
1503,Neurons,0.013465456,0.013533817,0.833,0.167,0.167,0.0875,False,Gstp1
0,Oligodendrocyte Precursor Cells,0.013458165,0.011295693,0.886,0.114,0.114,0.114,False,Apln
0,Oligodendrocyte Precursor Cells,0.013448692,0.011255668,0.886,0.114,0.114,0.114,False,Tek
2,Oligodendrocyte Precursor Cells,0.013446644,0.01160689,0.877,0.123,0.123,0.0473333333333333,True,Erbin
2,Oligodendrocyte Precursor Cells,0.013441289,0.011327715,0.886,0.114,0.114,0.0383333333333333,True,Scn4b
146,Oligodendrocyte Precursor Cells,0.013436627,0.011551495,0.879,0.121,0.121,0.074,False,Agpat4
2,Endocrine Cells,0.013424849,0.02791067,0.695,0.305,0.305,0.2146666666666666,False,Mt1
697,Oligodendrocyte Precursor Cells,0.013391061,0.011230097,0.886,0.114,0.114,0.057,False,Col1a2
1,Oligodendrocyte Precursor Cells,0.013385167,0.011247313,0.886,0.114,0.114,0.111,False,Myo1d
554,Oligodendrocyte Precursor Cells,0.013371153,0.011408526,0.883,0.117,0.117,0.0593333333333333,False,Ccp110
2280,Oligodendrocyte Precursor Cells,0.013369259,0.011429788,0.882,0.118,0.118,0.118,False,Myh9
0,Oligodendrocyte Precursor Cells,0.0133688655,0.011248566,0.886,0.114,0.114,0.114,False,Tgfbr2
3828,Oligodendrocyte Precursor Cells,0.013362237,0.011505813,0.879,0.121,0.121,0.121,False,Tlcd1
1,Oligodendrocyte Precursor Cells,0.013359769,0.011260822,0.886,0.114,0.114,0.067,False,Ighm
0,Oligodendrocyte Precursor Cells,0.013347724,0.011250839,0.886,0.114,0.114,0.114,False,Pdgfb
0,Oligodendrocyte Precursor Cells,0.013333704,0.011660012,0.877,0.123,0.123,0.123,False,Rgs20
3061,Oligodendrocyte Precursor Cells,0.013319404,0.011503274,0.877,0.123,0.123,0.1055,False,Pygb
0,Oligodendrocyte Precursor Cells,0.013318912,0.011220639,0.886,0.114,0.114,0.114,False,Ccl2
1,Oligodendrocyte Precursor Cells,0.01331789,0.011286537,0.885,0.115,0.115,0.065,False,Otof
0,Oligodendrocyte Precursor Cells,0.013315405,0.011267689,0.886,0.114,0.114,0.114,False,Fcgrt
2,Neurons,0.013313864,0.013667402,0.829,0.171,0.171,0.0906666666666666,False,Appl2
3816,Oligodendrocyte Precursor Cells,0.013303517,0.011516464,0.877,0.123,0.123,0.123,False,Tjp1
3049,Neurons,0.013301846,0.013141382,0.841,0.159,0.159,0.0805,False,Ptprz1
1,Oligodendrocyte Precursor Cells,0.013297922,0.011353915,0.883,0.117,0.117,0.0635,False,Zic1
1,Oligodendrocyte Precursor Cells,0.0132929785,0.011792392,0.873,0.127,0.127,0.0955,False,Ccnd1
4008,Oligodendrocyte Precursor Cells,0.013290095,0.011233445,0.886,0.114,0.114,0.114,False,Vwf
5,Astrocytes,0.013289035,0.016633207,0.796,0.204,0.204,0.076,False,H2-D1
0,Oligodendrocyte Precursor Cells,0.013282223,0.0112493085,0.885,0.115,0.115,0.115,False,Prelp
12,Oligodendrocyte Precursor Cells,0.0132762585,0.011311294,0.883,0.117,0.117,0.117,False,Abcb1a
5,Astrocytes,0.013259009,0.017159037,0.788,0.212,0.212,0.0856666666666666,False,Cldn10
1,Oligodendrocyte Precursor Cells,0.013250731,0.011252474,0.884,0.116,0.116,0.059,False,Selplg
1,Oligodendrocyte Precursor Cells,0.013250428,0.01126706,0.883,0.117,0.117,0.06,False,Nkx6-2
2220,Oligodendrocytes,0.013242314,0.00989054,0.9,0.1,0.1,0.1,False,Mpzl1
0,Oligodendrocyte Precursor Cells,0.013239826,0.011358061,0.88,0.12,0.12,0.12,False,Adamts1
4201,Oligodendrocyte Precursor Cells,0.013233921,0.011227619,0.884,0.116,0.116,0.058,False,Hk2
3122,Oligodendrocyte Precursor Cells,0.013231328,0.0112667885,0.883,0.117,0.117,0.0476666666666666,True,Rbp1
0,Oligodendrocyte Precursor Cells,0.013223455,0.011248316,0.883,0.117,0.117,0.117,False,Slc30a10
0,Oligodendrocyte Precursor Cells,0.013220451,0.011357325,0.879,0.121,0.121,0.121,False,Ntng1
0,Oligodendrocyte Precursor Cells,0.0132178115,0.011263624,0.883,0.117,0.117,0.117,False,Cdh5
2737,Oligodendrocyte Precursor Cells,0.01321388,0.011268678,0.883,0.117,0.117,0.072,False,Pecam1
384,Oligodendrocyte Precursor Cells,0.013204435,0.011285953,0.883,0.117,0.117,0.117,False,Bmpr1b
496,Endocrine Cells,0.013197623,0.027845468,0.692,0.308,0.308,0.1858,False,Cav1
0,Oligodendrocyte Precursor Cells,0.013185309,0.011263774,0.883,0.117,0.117,0.117,False,Mcam
0,Oligodendrocyte Precursor Cells,0.013178705,0.011260987,0.883,0.117,0.117,0.117,False,Eng
3194,Oligodendrocyte Precursor Cells,0.013177744,0.011274355,0.882,0.118,0.118,0.0973333333333333,False,Rnase4
2,Neurons,0.013170814,0.013697327,0.826,0.174,0.174,0.149,False,Ctss
2988,Oligodendrocyte Precursor Cells,0.01315825,0.011258887,0.882,0.118,0.118,0.118,False,Prom1
3136,Endocrine Cells,0.013153823,0.027917279,0.69,0.31,0.31,0.1922,False,Rgcc
1093,Oligodendrocyte Precursor Cells,0.013117952,0.011267173,0.879,0.121,0.121,0.0834999999999999,False,Ezr
399,Astrocytes,0.013108876,0.016617775,0.79,0.21,0.21,0.144,False,C4b
1000,Neural Stem Cells,0.013104592,0.021390218,0.727,0.273,0.273,0.1874,False,Elmo1
1272,Oligodendrocyte Precursor Cells,0.013099661,0.011634649,0.873,0.127,0.127,0.127,False,Gab1
1,Oligodendrocyte Precursor Cells,0.0130978525,0.011371583,0.877,0.123,0.123,0.0615,False,Maf
973,Oligodendrocyte Precursor Cells,0.013092639,0.011277767,0.879,0.121,0.121,0.0925,False,Egfl7
3793,Oligodendrocyte Precursor Cells,0.013084237,0.01128453,0.879,0.121,0.121,0.0795,False,Tgfbr3
2869,Oligodendrocyte Precursor Cells,0.013073409,0.011275023,0.879,0.121,0.121,0.089,False,Podxl
0,Oligodendrocyte Precursor Cells,0.013039262,0.011472006,0.874,0.126,0.126,0.126,False,Pmp22
2376,Oligodendrocyte Precursor Cells,0.013016498,0.011722763,0.868,0.132,0.132,0.132,False,Ndn
1968,Oligodendrocyte Precursor Cells,0.013001012,0.011267466,0.877,0.123,0.123,0.123,False,Lgals1
0,Oligodendrocyte Precursor Cells,0.012993213,0.0112991845,0.877,0.123,0.123,0.123,False,Neurod6
3711,Endocrine Cells,0.012991065,0.027879873,0.689,0.311,0.311,0.1735,False,Synpo2
0,Oligodendrocyte Precursor Cells,0.01298061,0.011307381,0.877,0.123,0.123,0.123,False,Cxcl12
