group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age,source_file
Medium Spiny Neurons,-0.013187063,0.011859398,0.128,0.872,0.128,0.1025,False,Acox1,21,Acox1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011661766,0.011938857,0.832,0.168,0.168,0.1243333333333333,False,Acox1,21,Acox1_casecontrol.csv
Neurons,0.008832922,0.0136288395,0.74,0.26,0.26,0.15825,False,Acox1,21,Acox1_casecontrol.csv
Neural Stem Cells,0.010903585,0.017382538,0.731,0.269,0.269,0.1804,False,Acox1,21,Acox1_casecontrol.csv
Excitatory Neurons,0.0039412314,0.012755302,0.616,0.384,0.384,0.2143333333333333,False,Acox1,21,Acox1_casecontrol.csv
Endocrine Cells,-0.008949257,0.03142755,0.399,0.601,0.399,0.2407142857142857,False,Acox1,21,Acox1_casecontrol.csv
Endothelial Cells,-0.0077276863,0.030627267,0.402,0.598,0.402,0.260875,False,Acox1,21,Acox1_casecontrol.csv
Microglia,-0.004012434,0.018225916,0.408,0.592,0.408,0.2772222222222222,False,Acox1,21,Acox1_casecontrol.csv
GABAergic Neurons,0.00064720673,0.019715559,0.53,0.47,0.47,0.2965,False,Acox1,21,Acox1_casecontrol.csv
Astrocytes,9.608841e-06,0.01677041,0.519,0.481,0.481,0.3132727272727272,False,Acox1,21,Acox1_casecontrol.csv
Oligodendrocytes,-8.4532505e-05,0.010197815,0.508,0.492,0.492,0.3281666666666666,False,Acox1,21,Acox1_casecontrol.csv
Myocytes,0.09567299,0.024995131,1.0,0.0,0.0,0.0,True,Nsmf,21,Nsmf_casecontrol.csv
Medium Spiny Neurons,-0.019962357,0.011603991,0.032,0.968,0.032,0.016,True,Nsmf,21,Nsmf_casecontrol.csv
Neurons,0.01299973,0.012971062,0.838,0.162,0.162,0.0646666666666666,False,Nsmf,21,Nsmf_casecontrol.csv
Astrocytes,0.015560586,0.017542884,0.819,0.181,0.181,0.09375,False,Nsmf,21,Nsmf_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0061706947,0.011967067,0.698,0.302,0.302,0.1354,False,Nsmf,21,Nsmf_casecontrol.csv
Oligodendrocytes,0.004166515,0.009256866,0.679,0.321,0.321,0.1663333333333333,False,Nsmf,21,Nsmf_casecontrol.csv
Endocrine Cells,0.0057012453,0.03133516,0.575,0.425,0.425,0.2032857142857143,False,Nsmf,21,Nsmf_casecontrol.csv
Neural Stem Cells,0.0028637715,0.017387433,0.572,0.428,0.428,0.231375,False,Nsmf,21,Nsmf_casecontrol.csv
Excitatory Neurons,0.0017611764,0.013648795,0.553,0.447,0.447,0.2553333333333333,False,Nsmf,21,Nsmf_casecontrol.csv
Microglia,0.0025313692,0.0189179,0.537,0.463,0.463,0.2761,False,Nsmf,21,Nsmf_casecontrol.csv
Endothelial Cells,0.0022052475,0.030262213,0.532,0.468,0.468,0.2935454545454545,False,Nsmf,21,Nsmf_casecontrol.csv
GABAergic Neurons,-0.0011751347,0.020263618,0.499,0.501,0.499,0.3106666666666667,False,Nsmf,21,Nsmf_casecontrol.csv
Neural Stem Cells,0.041450817,0.01778673,0.995,0.005,0.005,0.005,True,Vegfa,21,Vegfa_casecontrol.csv
Oligodendrocyte Precursor Cells,0.030332303,0.011859925,0.995,0.005,0.005,0.005,True,Vegfa,21,Vegfa_casecontrol.csv
Medium Spiny Neurons,-0.012828666,0.0122771105,0.143,0.857,0.143,0.051,False,Vegfa,21,Vegfa_casecontrol.csv
Oligodendrocytes,0.0060082627,0.0105842715,0.712,0.288,0.288,0.1102499999999999,False,Vegfa,21,Vegfa_casecontrol.csv
Neurons,0.0071564955,0.014111574,0.697,0.303,0.303,0.1488,False,Vegfa,21,Vegfa_casecontrol.csv
Myocytes,0.013175778,0.024947438,0.692,0.308,0.308,0.1753333333333333,False,Vegfa,21,Vegfa_casecontrol.csv
Astrocytes,0.006371045,0.016736286,0.665,0.335,0.335,0.1981428571428571,False,Vegfa,21,Vegfa_casecontrol.csv
Endocrine Cells,0.011081253,0.031163562,0.647,0.353,0.353,0.2175,False,Vegfa,21,Vegfa_casecontrol.csv
Excitatory Neurons,0.004447904,0.012343669,0.639,0.361,0.361,0.2334444444444444,False,Vegfa,21,Vegfa_casecontrol.csv
Endothelial Cells,-0.009068355,0.03120354,0.394,0.606,0.394,0.2495,False,Vegfa,21,Vegfa_casecontrol.csv
Microglia,-0.0012158285,0.01798522,0.463,0.537,0.463,0.2689090909090909,False,Vegfa,21,Vegfa_casecontrol.csv
GABAergic Neurons,-0.002141656,0.019069614,0.476,0.524,0.476,0.2861666666666667,False,Vegfa,21,Vegfa_casecontrol.csv
Myocytes,0.37713772,0.026508907,1.0,0.0,0.0,0.0,True,Aplp1,21,Aplp1_casecontrol.csv
Oligodendrocytes,-0.08665676,0.014232888,0.0,1.0,0.0,0.0,True,Aplp1,21,Aplp1_casecontrol.csv
Medium Spiny Neurons,-0.022488503,0.010476458,0.013,0.987,0.013,0.0043333333333333,True,Aplp1,21,Aplp1_casecontrol.csv
Neurons,0.022581385,0.0115758525,0.975,0.025,0.025,0.0095,True,Aplp1,21,Aplp1_casecontrol.csv
Endocrine Cells,0.04454038,0.035237357,0.902,0.098,0.098,0.0272,True,Aplp1,21,Aplp1_casecontrol.csv
Microglia,-0.019784631,0.019983836,0.167,0.833,0.167,0.0505,False,Aplp1,21,Aplp1_casecontrol.csv
Endothelial Cells,-0.024316546,0.028865602,0.201,0.799,0.201,0.072,False,Aplp1,21,Aplp1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0052315737,0.012344153,0.673,0.327,0.327,0.103875,False,Aplp1,21,Aplp1_casecontrol.csv
Excitatory Neurons,-0.0071552107,0.017482737,0.342,0.658,0.342,0.1303333333333333,False,Aplp1,21,Aplp1_casecontrol.csv
Astrocytes,-0.00681077,0.018004896,0.361,0.639,0.361,0.1534,False,Aplp1,21,Aplp1_casecontrol.csv
GABAergic Neurons,-0.00910978,0.024306817,0.366,0.634,0.366,0.1727272727272727,False,Aplp1,21,Aplp1_casecontrol.csv
Neural Stem Cells,-0.0008411579,0.015676469,0.467,0.533,0.467,0.19725,False,Aplp1,21,Aplp1_casecontrol.csv
Medium Spiny Neurons,-0.0150452815,0.012303893,0.105,0.895,0.105,0.105,False,Acvr1,21,Acvr1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011963861,0.011634186,0.844,0.156,0.156,0.1305,False,Acvr1,21,Acvr1_casecontrol.csv
Neural Stem Cells,0.015541525,0.018162703,0.796,0.204,0.204,0.155,False,Acvr1,21,Acvr1_casecontrol.csv
Neurons,0.00934703,0.014166864,0.746,0.254,0.254,0.17975,False,Acvr1,21,Acvr1_casecontrol.csv
Endocrine Cells,0.019039607,0.031191653,0.736,0.264,0.264,0.1966,False,Acvr1,21,Acvr1_casecontrol.csv
Myocytes,0.015701495,0.024747517,0.722,0.278,0.278,0.2101666666666667,False,Acvr1,21,Acvr1_casecontrol.csv
Excitatory Neurons,0.005064013,0.012350338,0.654,0.346,0.346,0.2295714285714286,False,Acvr1,21,Acvr1_casecontrol.csv
Astrocytes,0.0035364726,0.016074585,0.611,0.389,0.389,0.2495,False,Acvr1,21,Acvr1_casecontrol.csv
Endothelial Cells,-0.0069589205,0.031187767,0.412,0.588,0.412,0.2675555555555556,False,Acvr1,21,Acvr1_casecontrol.csv
Microglia,-0.0008961102,0.018040027,0.468,0.532,0.468,0.2876,False,Acvr1,21,Acvr1_casecontrol.csv
Oligodendrocytes,-0.00086887,0.010669805,0.477,0.523,0.477,0.3048181818181818,False,Acvr1,21,Acvr1_casecontrol.csv
GABAergic Neurons,-0.0013053224,0.018981017,0.496,0.504,0.496,0.32075,False,Acvr1,21,Acvr1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.013761859,0.011675731,0.884,0.116,0.116,0.116,False,Ap2a1,21,Ap2a1_casecontrol.csv
Medium Spiny Neurons,-0.01350279,0.01224977,0.128,0.872,0.128,0.122,False,Ap2a1,21,Ap2a1_casecontrol.csv
Neurons,0.009294391,0.014026175,0.747,0.253,0.253,0.1656666666666666,False,Ap2a1,21,Ap2a1_casecontrol.csv
Excitatory Neurons,0.0070340945,0.012475646,0.718,0.282,0.282,0.1947499999999999,False,Ap2a1,21,Ap2a1_casecontrol.csv
Neural Stem Cells,0.01064623,0.01826059,0.715,0.285,0.285,0.2127999999999999,False,Ap2a1,21,Ap2a1_casecontrol.csv
Myocytes,0.013901452,0.024720099,0.701,0.299,0.299,0.2271666666666666,False,Ap2a1,21,Ap2a1_casecontrol.csv
Astrocytes,0.0035004448,0.016076656,0.61,0.39,0.39,0.2504285714285714,False,Ap2a1,21,Ap2a1_casecontrol.csv
Endothelial Cells,-0.008464301,0.031205524,0.399,0.601,0.399,0.2689999999999999,False,Ap2a1,21,Ap2a1_casecontrol.csv
Microglia,-0.004168891,0.017977504,0.404,0.596,0.404,0.284,False,Ap2a1,21,Ap2a1_casecontrol.csv
Endocrine Cells,0.0032925329,0.031113738,0.543,0.457,0.457,0.3012999999999999,False,Ap2a1,21,Ap2a1_casecontrol.csv
Oligodendrocytes,-0.0008968234,0.010622699,0.477,0.523,0.477,0.3172727272727272,False,Ap2a1,21,Ap2a1_casecontrol.csv
GABAergic Neurons,-0.00028683458,0.0191781,0.51,0.49,0.49,0.3316666666666666,False,Ap2a1,21,Ap2a1_casecontrol.csv
Medium Spiny Neurons,-0.016057095,0.012117713,0.083,0.917,0.083,0.083,False,Abcd3,21,Abcd3_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012789302,0.011898668,0.854,0.146,0.146,0.1144999999999999,False,Abcd3,21,Abcd3_casecontrol.csv
Neurons,0.0106349,0.013877431,0.776,0.224,0.224,0.151,False,Abcd3,21,Abcd3_casecontrol.csv
Excitatory Neurons,0.0047764783,0.0125083625,0.649,0.351,0.351,0.2009999999999999,False,Abcd3,21,Abcd3_casecontrol.csv
Neural Stem Cells,0.006775629,0.017842377,0.648,0.352,0.352,0.2312,False,Abcd3,21,Abcd3_casecontrol.csv
Endocrine Cells,0.008687494,0.0313838,0.616,0.384,0.384,0.2566666666666666,False,Abcd3,21,Abcd3_casecontrol.csv
Endothelial Cells,-0.00945464,0.030921478,0.39,0.61,0.39,0.2757142857142857,False,Abcd3,21,Abcd3_casecontrol.csv
Astrocytes,0.0030939057,0.016513932,0.598,0.402,0.402,0.2915,False,Abcd3,21,Abcd3_casecontrol.csv
Microglia,-0.0038314273,0.018133853,0.41,0.59,0.41,0.3046666666666667,False,Abcd3,21,Abcd3_casecontrol.csv
Myocytes,0.003368099,0.02484819,0.557,0.443,0.443,0.3185,False,Abcd3,21,Abcd3_casecontrol.csv
Oligodendrocytes,0.001150327,0.0103561,0.555,0.445,0.445,0.33,False,Abcd3,21,Abcd3_casecontrol.csv
GABAergic Neurons,-0.0011164807,0.019355243,0.499,0.501,0.499,0.3440833333333333,False,Abcd3,21,Abcd3_casecontrol.csv
Myocytes,0.062864035,0.025000177,0.994,0.006,0.006,0.006,True,Atg13,21,Atg13_casecontrol.csv
Medium Spiny Neurons,-0.016185945,0.011982098,0.08,0.92,0.08,0.043,True,Atg13,21,Atg13_casecontrol.csv
Oligodendrocyte Precursor Cells,0.013936164,0.011837872,0.884,0.116,0.116,0.0673333333333333,False,Atg13,21,Atg13_casecontrol.csv
Neurons,0.008817522,0.01380077,0.737,0.263,0.263,0.11625,False,Atg13,21,Atg13_casecontrol.csv
Endocrine Cells,-0.019138787,0.03132541,0.275,0.725,0.275,0.148,False,Atg13,21,Atg13_casecontrol.csv
Excitatory Neurons,0.0037341563,0.012696286,0.608,0.392,0.392,0.1886666666666666,False,Atg13,21,Atg13_casecontrol.csv
Endothelial Cells,-0.008033287,0.031039894,0.401,0.599,0.401,0.219,False,Atg13,21,Atg13_casecontrol.csv
Neural Stem Cells,0.0043741,0.01799891,0.599,0.401,0.401,0.24175,False,Atg13,21,Atg13_casecontrol.csv
Astrocytes,0.0020845842,0.01622713,0.57,0.43,0.43,0.2626666666666667,False,Atg13,21,Atg13_casecontrol.csv
Microglia,-0.0015222812,0.01808992,0.457,0.543,0.457,0.2821,False,Atg13,21,Atg13_casecontrol.csv
GABAergic Neurons,-0.0025903995,0.019555837,0.47,0.53,0.47,0.2991818181818182,False,Atg13,21,Atg13_casecontrol.csv
Oligodendrocytes,-9.420662e-05,0.010424867,0.507,0.493,0.493,0.3153333333333333,False,Atg13,21,Atg13_casecontrol.csv
Oligodendrocyte Precursor Cells,0.013552854,0.011677639,0.879,0.121,0.121,0.121,False,Arrdc3,21,Arrdc3_casecontrol.csv
Myocytes,-0.022647353,0.024773415,0.194,0.806,0.194,0.1575,False,Arrdc3,21,Arrdc3_casecontrol.csv
Medium Spiny Neurons,-0.010142085,0.012260975,0.205,0.795,0.205,0.1733333333333333,False,Arrdc3,21,Arrdc3_casecontrol.csv
Neurons,0.010343838,0.01412153,0.768,0.232,0.232,0.188,False,Arrdc3,21,Arrdc3_casecontrol.csv
Excitatory Neurons,0.0065111895,0.012376989,0.702,0.298,0.298,0.21,False,Arrdc3,21,Arrdc3_casecontrol.csv
Neural Stem Cells,-0.006788785,0.017986732,0.347,0.653,0.347,0.2328333333333333,False,Arrdc3,21,Arrdc3_casecontrol.csv
Astrocytes,0.0047404915,0.016154705,0.639,0.361,0.361,0.2511428571428571,False,Arrdc3,21,Arrdc3_casecontrol.csv
Oligodendrocytes,0.0035773255,0.00987458,0.639,0.361,0.361,0.2648749999999999,False,Arrdc3,21,Arrdc3_casecontrol.csv
Endocrine Cells,0.009586964,0.03127607,0.628,0.372,0.372,0.2767777777777777,False,Arrdc3,21,Arrdc3_casecontrol.csv
Endothelial Cells,-0.007505708,0.03117654,0.407,0.593,0.407,0.2897999999999999,False,Arrdc3,21,Arrdc3_casecontrol.csv
Microglia,-0.0026735056,0.018006954,0.431,0.569,0.431,0.3026363636363636,False,Arrdc3,21,Arrdc3_casecontrol.csv
GABAergic Neurons,-0.0004677359,0.01904072,0.507,0.493,0.493,0.3184999999999999,False,Arrdc3,21,Arrdc3_casecontrol.csv
Medium Spiny Neurons,-0.013624314,0.012369556,0.128,0.872,0.128,0.128,False,Asic3,21,Asic3_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0122472,0.011528797,0.852,0.148,0.148,0.138,False,Asic3,21,Asic3_casecontrol.csv
Neurons,0.008966462,0.014208604,0.733,0.267,0.267,0.181,False,Asic3,21,Asic3_casecontrol.csv
Neural Stem Cells,0.008722359,0.018370997,0.68,0.32,0.32,0.21575,False,Asic3,21,Asic3_casecontrol.csv
Excitatory Neurons,0.0045600655,0.012282296,0.642,0.358,0.358,0.2442,False,Asic3,21,Asic3_casecontrol.csv
Myocytes,0.00885358,0.024660904,0.634,0.366,0.366,0.2645,False,Asic3,21,Asic3_casecontrol.csv
Endothelial Cells,-0.008044465,0.03128125,0.401,0.599,0.401,0.284,False,Asic3,21,Asic3_casecontrol.csv
Endocrine Cells,0.0071527227,0.03106115,0.598,0.402,0.402,0.29875,False,Asic3,21,Asic3_casecontrol.csv
Astrocytes,0.0023078083,0.015978998,0.576,0.424,0.424,0.3126666666666666,False,Asic3,21,Asic3_casecontrol.csv
Microglia,-0.0025378056,0.017939175,0.433,0.567,0.433,0.3247,False,Asic3,21,Asic3_casecontrol.csv
Oligodendrocytes,-0.0016835225,0.010715634,0.453,0.547,0.453,0.3363636363636363,False,Asic3,21,Asic3_casecontrol.csv
GABAergic Neurons,-0.0023088977,0.018900333,0.473,0.527,0.473,0.34775,False,Asic3,21,Asic3_casecontrol.csv
Medium Spiny Neurons,-0.01298157,0.012342563,0.143,0.857,0.143,0.143,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011266518,0.01162422,0.832,0.168,0.168,0.1555,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
Neurons,0.008971052,0.014149357,0.735,0.265,0.265,0.192,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
Neural Stem Cells,0.007749547,0.01821833,0.661,0.339,0.339,0.22875,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
Myocytes,0.009346929,0.024695361,0.644,0.356,0.356,0.2542,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
Excitatory Neurons,0.004530273,0.012306151,0.64,0.36,0.36,0.2718333333333333,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
Endothelial Cells,-0.0067472397,0.031162396,0.415,0.585,0.415,0.2922857142857142,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
Astrocytes,0.0023085782,0.01611757,0.575,0.425,0.425,0.3088749999999999,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
Microglia,-0.0022471854,0.017987207,0.438,0.562,0.438,0.3232222222222222,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
Oligodendrocytes,-0.0017658976,0.010657193,0.45,0.55,0.45,0.3359,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
GABAergic Neurons,-0.0022436907,0.018955246,0.475,0.525,0.475,0.3485454545454545,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
Endocrine Cells,-0.00029704088,0.031212797,0.509,0.491,0.491,0.3604166666666666,False,Aldh9a1,21,Aldh9a1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012594861,0.011542464,0.862,0.138,0.138,0.138,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
Medium Spiny Neurons,-0.012989393,0.012353427,0.143,0.857,0.143,0.1405,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
Neurons,0.009167302,0.014205722,0.74,0.26,0.26,0.1803333333333333,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
Neural Stem Cells,0.008428119,0.018335186,0.676,0.324,0.324,0.21625,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
Excitatory Neurons,0.0047799116,0.012297028,0.651,0.349,0.349,0.2428,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
Oligodendrocytes,0.0032181905,0.010699321,0.623,0.377,0.377,0.2651666666666666,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
Astrocytes,0.0027746868,0.015995957,0.591,0.409,0.409,0.2857142857142857,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
Myocytes,0.0053322003,0.024666052,0.588,0.412,0.412,0.3015,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
Endothelial Cells,-0.0065667517,0.031245839,0.418,0.582,0.418,0.3144444444444444,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
Endocrine Cells,0.005448523,0.03106219,0.571,0.429,0.429,0.3258999999999999,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
Microglia,-0.0015948088,0.017956467,0.453,0.547,0.453,0.3374545454545454,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
GABAergic Neurons,-0.0024742438,0.018911256,0.47,0.53,0.47,0.3485,False,Cdkn1a,21,Cdkn1a_casecontrol.csv
Medium Spiny Neurons,-0.01343685,0.012152277,0.128,0.872,0.128,0.128,False,Arhgap35,21,Arhgap35_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012031185,0.011891952,0.836,0.164,0.164,0.146,False,Arhgap35,21,Arhgap35_casecontrol.csv
Neurons,0.010861555,0.013844323,0.782,0.218,0.218,0.17,False,Arhgap35,21,Arhgap35_casecontrol.csv
Endocrine Cells,0.022211693,0.03143917,0.763,0.237,0.237,0.18675,False,Arhgap35,21,Arhgap35_casecontrol.csv
Neural Stem Cells,0.0056082006,0.01781826,0.63,0.37,0.37,0.2234,False,Arhgap35,21,Arhgap35_casecontrol.csv
Excitatory Neurons,0.0041697826,0.01261858,0.626,0.374,0.374,0.2485,False,Arhgap35,21,Arhgap35_casecontrol.csv
Endothelial Cells,-0.009497695,0.03105744,0.39,0.61,0.39,0.2687142857142857,False,Arhgap35,21,Arhgap35_casecontrol.csv
Myocytes,0.0055555934,0.024730984,0.59,0.41,0.41,0.286375,False,Arhgap35,21,Arhgap35_casecontrol.csv
Astrocytes,0.0022098,0.016263578,0.572,0.428,0.428,0.3021111111111111,False,Arhgap35,21,Arhgap35_casecontrol.csv
Microglia,-0.0015857879,0.018088164,0.454,0.546,0.454,0.3173,False,Arhgap35,21,Arhgap35_casecontrol.csv
Oligodendrocytes,0.00037931997,0.010481825,0.52,0.48,0.48,0.3320909090909091,False,Arhgap35,21,Arhgap35_casecontrol.csv
GABAergic Neurons,-0.0018332495,0.019420914,0.485,0.515,0.485,0.3448333333333334,False,Arhgap35,21,Arhgap35_casecontrol.csv
Myocytes,0.045193113,0.024876783,0.966,0.034,0.034,0.034,True,Akap9,21,Akap9_casecontrol.csv
Medium Spiny Neurons,-0.018096054,0.012178366,0.064,0.936,0.064,0.049,True,Akap9,21,Akap9_casecontrol.csv
Oligodendrocyte Precursor Cells,0.013631564,0.011698135,0.88,0.12,0.12,0.0726666666666666,False,Akap9,21,Akap9_casecontrol.csv
Neurons,0.010148961,0.014070916,0.765,0.235,0.235,0.1132499999999999,False,Akap9,21,Akap9_casecontrol.csv
Neural Stem Cells,0.013131287,0.01802064,0.76,0.24,0.24,0.1386,False,Akap9,21,Akap9_casecontrol.csv
Excitatory Neurons,0.0051615504,0.012371375,0.655,0.345,0.345,0.1729999999999999,False,Akap9,21,Akap9_casecontrol.csv
Endothelial Cells,-0.008564475,0.031183783,0.398,0.602,0.398,0.2051428571428571,False,Akap9,21,Akap9_casecontrol.csv
Astrocytes,0.0030163627,0.016123874,0.598,0.402,0.402,0.22975,False,Akap9,21,Akap9_casecontrol.csv
Endocrine Cells,0.003770866,0.031209672,0.548,0.452,0.452,0.2544444444444445,False,Akap9,21,Akap9_casecontrol.csv
Microglia,-0.0010037381,0.018009169,0.467,0.533,0.467,0.2757,False,Akap9,21,Akap9_casecontrol.csv
Oligodendrocytes,-0.0009454855,0.010633232,0.474,0.526,0.474,0.2937272727272727,False,Akap9,21,Akap9_casecontrol.csv
GABAergic Neurons,-0.0009800579,0.019106178,0.501,0.499,0.499,0.3108333333333333,False,Akap9,21,Akap9_casecontrol.csv
Medium Spiny Neurons,-0.013082009,0.012247822,0.138,0.862,0.138,0.138,False,Abhd17c,21,Abhd17c_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011786341,0.011681115,0.835,0.165,0.165,0.1515,False,Abhd17c,21,Abhd17c_casecontrol.csv
Neurons,0.00995296,0.014143475,0.759,0.241,0.241,0.1813333333333333,False,Abhd17c,21,Abhd17c_casecontrol.csv
Endocrine Cells,0.012930067,0.031146834,0.667,0.333,0.333,0.21925,False,Abhd17c,21,Abhd17c_casecontrol.csv
Excitatory Neurons,0.0047869263,0.012389267,0.65,0.35,0.35,0.2453999999999999,False,Abhd17c,21,Abhd17c_casecontrol.csv
Myocytes,0.0075503327,0.02467636,0.621,0.379,0.379,0.2676666666666666,False,Abhd17c,21,Abhd17c_casecontrol.csv
Endothelial Cells,-0.0075986413,0.031205747,0.406,0.594,0.406,0.2874285714285714,False,Abhd17c,21,Abhd17c_casecontrol.csv
Microglia,-0.0040412997,0.018042248,0.407,0.593,0.407,0.302375,False,Abhd17c,21,Abhd17c_casecontrol.csv
Astrocytes,0.0027896122,0.016079182,0.591,0.409,0.409,0.3142222222222222,False,Abhd17c,21,Abhd17c_casecontrol.csv
Neural Stem Cells,0.0029457072,0.018192308,0.568,0.432,0.432,0.3259999999999999,False,Abhd17c,21,Abhd17c_casecontrol.csv
Oligodendrocytes,-0.000497391,0.010650012,0.49,0.51,0.49,0.3409090909090909,False,Abhd17c,21,Abhd17c_casecontrol.csv
GABAergic Neurons,-0.0013119658,0.01906985,0.496,0.504,0.496,0.3538333333333334,False,Abhd17c,21,Abhd17c_casecontrol.csv
Myocytes,0.08867611,0.024869401,1.0,0.0,0.0,0.0,True,Fam107a,21,Fam107a_casecontrol.csv
Neural Stem Cells,0.038632054,0.015300652,0.998,0.002,0.002,0.001,True,Fam107a,21,Fam107a_casecontrol.csv
Medium Spiny Neurons,-0.0216195,0.011418144,0.021,0.979,0.021,0.0076666666666666,True,Fam107a,21,Fam107a_casecontrol.csv
Astrocytes,0.033296768,0.018820858,0.955,0.045,0.045,0.017,True,Fam107a,21,Fam107a_casecontrol.csv
Excitatory Neurons,-0.01683452,0.013232632,0.104,0.896,0.104,0.0344,True,Fam107a,21,Fam107a_casecontrol.csv
Neurons,-0.014353579,0.013489515,0.143,0.857,0.143,0.0524999999999999,False,Fam107a,21,Fam107a_casecontrol.csv
Endocrine Cells,0.027394323,0.031444397,0.806,0.194,0.194,0.0727142857142857,False,Fam107a,21,Fam107a_casecontrol.csv
Endothelial Cells,0.023772847,0.02881943,0.786,0.214,0.214,0.0903749999999999,False,Fam107a,21,Fam107a_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0072383536,0.011947589,0.727,0.273,0.273,0.1106666666666666,False,Fam107a,21,Fam107a_casecontrol.csv
GABAergic Neurons,-0.010888528,0.02006112,0.3,0.7,0.3,0.1296,False,Fam107a,21,Fam107a_casecontrol.csv
Microglia,-0.008775715,0.019017482,0.329,0.671,0.329,0.1477272727272727,False,Fam107a,21,Fam107a_casecontrol.csv
Oligodendrocytes,-0.004479391,0.009649718,0.338,0.662,0.338,0.1635833333333333,False,Fam107a,21,Fam107a_casecontrol.csv
Endocrine Cells,0.11511164,0.031832706,1.0,0.0,0.0,0.0,True,Id4,21,Id4_casecontrol.csv
Myocytes,0.04725147,0.024797207,0.97,0.03,0.03,0.015,True,Id4,21,Id4_casecontrol.csv
Neural Stem Cells,-0.0179274,0.016591022,0.138,0.862,0.138,0.056,False,Id4,21,Id4_casecontrol.csv
Astrocytes,0.016912807,0.017444229,0.834,0.166,0.166,0.0835,False,Id4,21,Id4_casecontrol.csv
Oligodendrocyte Precursor Cells,0.010266183,0.0117747225,0.807,0.193,0.193,0.1054,False,Id4,21,Id4_casecontrol.csv
Neurons,0.010497046,0.013716071,0.776,0.224,0.224,0.1251666666666666,False,Id4,21,Id4_casecontrol.csv
Medium Spiny Neurons,0.0069065513,0.010986309,0.741,0.259,0.259,0.1442857142857143,False,Id4,21,Id4_casecontrol.csv
GABAergic Neurons,-0.006994534,0.01939251,0.373,0.627,0.373,0.172875,False,Id4,21,Id4_casecontrol.csv
Endothelial Cells,-0.008105914,0.03091914,0.4,0.6,0.4,0.1981111111111111,False,Id4,21,Id4_casecontrol.csv
Microglia,-0.0040048435,0.018116677,0.408,0.592,0.408,0.2191,False,Id4,21,Id4_casecontrol.csv
Excitatory Neurons,0.003010376,0.01238845,0.591,0.409,0.409,0.2363636363636363,False,Id4,21,Id4_casecontrol.csv
Oligodendrocytes,-0.0013511631,0.010515164,0.465,0.535,0.465,0.2554166666666666,False,Id4,21,Id4_casecontrol.csv
Medium Spiny Neurons,-0.013160702,0.012144609,0.135,0.865,0.135,0.135,False,Adamts3,21,Adamts3_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011861062,0.011597452,0.84,0.16,0.16,0.1475,False,Adamts3,21,Adamts3_casecontrol.csv
Neurons,0.010075733,0.014176692,0.761,0.239,0.239,0.178,False,Adamts3,21,Adamts3_casecontrol.csv
Neural Stem Cells,0.010000734,0.018333154,0.703,0.297,0.297,0.20775,False,Adamts3,21,Adamts3_casecontrol.csv
Myocytes,0.011412171,0.024675893,0.673,0.327,0.327,0.2315999999999999,False,Adamts3,21,Adamts3_casecontrol.csv
Excitatory Neurons,0.0052774358,0.012330814,0.658,0.342,0.342,0.25,False,Adamts3,21,Adamts3_casecontrol.csv
Endothelial Cells,-0.007864903,0.031272378,0.402,0.598,0.402,0.2717142857142857,False,Adamts3,21,Adamts3_casecontrol.csv
Endocrine Cells,0.0068983496,0.031061376,0.597,0.403,0.403,0.288125,False,Adamts3,21,Adamts3_casecontrol.csv
